name,street,housenumber,city,postcode,speciality,opening_hours,website,id,longitude,latitude,wheelchair,description,email,toilets_wheelchair,wheelchair_description,district_id,neighborhood_id,amenity
Dr. med. Katharina Kräutlein,Nollendorfstraße,,Berlin,10777,general,"Mo 8:00-14:00; Tu 12:00-18:00; We off; Th 9:00-12:00; Th 12:00-16:00 ""by appointment""; Fr 9:00-13:00",,11035951194,13.3512323,52.4977948,limited,,,,"Access through the courtyard possible, please ring",11007007,701,practice
Dr. med. Katharina König - Privatpraxis für Urologie,Winsstraße,51,Berlin,10405,urology,,,7867810053,13.4261191,52.5349776,,,,,,11003003,301,practice
Dr. med. Kathrin Görmer,Zingster Straße,1a,Berlin,13051,neurology;psychiatry,,,5166229521,13.5036791,52.5637266,no,,,,,11011011,1109,practice
Dr. med. Kathrin Irrgang,Wendenschloßstraße,367,Berlin,12557,general,Mo 07:00-12:00; 15:00-19:00; Tu 07:30-12:00; We 07:30-12:00;15:00-18:30; Th 07:00-12:00; Fr 07:30-12:00,https://www.praxis-dr-kathrin-irrgang.de/,11818711923,13.5870681,52.4246231,,,,,,11009009,910,practice
Dr. med. Katja Przytarski,Galenstraße,,Berlin,13597,cardiology,,,5030382725,13.1952077,52.5357991,,,,,,11005005,501,practice
Dr. med. Katja Rebell,Welfenallee,7,Berlin,,psychiatry;neurology,"Mo,Th 12:00-17:00; Tu,We,Fr 08:30-13:30",http://www.dr-katja-rebell.de/,9806218172,13.2898718,52.6314197,no,,anmeldung@znsrebell.de,,,11012012,1205,practice
Dr. med. Katrin Sattelkau,Thomas-Müntzer-Straße,19,Berlin,12489,general,Mo 08:00-15:00; Tu 13:00-19:00; We 08:00-12:00; Th 13:00-19:00; Fr 08:00-12:00,https://hausarztpraxis-sattelkau.de/,1930491521,13.5464933,52.435696,,,praxis@msattelkau.de,,,11009009,907,practice
Dr. med. Kay Uwe Fiedler,Rheinstraße,52a,Berlin,12161,ophthalmology,"Mo,We,Fr 08:00-12:00, Mo 13:30-18:00, Tu 12:00-14:30, Th 13:30-15:00",,8355364805,13.3321218,52.4681354,,,,,,11007007,702,practice
Dr. med. Klaus Dierlich,Neue Hochstraße,24,Berlin,13347,general,"Mo-Tu,Th 10:00-12:00,15:00-18:00; We off; Fr 10:00-12:00",,531228825,13.376141,52.5426523,no,,,,,11001001,106,practice
Dr. med. Klaus E. Söffker,Goldenes Horn,12,Berlin,12107,urology,,https://www.vasektomie-soeffker.info,11918067848,13.4044251,52.4432574,,,klaus.soeffker@gmx.net,,,11007007,704,practice
Dr. med. Kresse Augenheilkunde,Tempelhofer Damm,,Berlin,12099,optometry,,,9007185117,13.3851631,52.4611091,,,,,,11007007,703,practice
Dr. med. Leia Anvari,Berliner Straße,12,Berlin,13507,orthodontics;plastic_surgery;dental_oral_maxillo_facial_surgery,,https://www.dr-anvari.de,525495501,13.2853339,52.587514,yes,,,,,11012012,1202,practice
Dr. med. Lothar Müller,Thaerstraße,46,Berlin,10249,internal;general,"Mo 08:00-12:00; Tu 14:00-19:00; We 08:00-10:00; Th 08:00-12:00,16:00-18:00; Fr 08:00-12:00",http://www.arztpraxis-dr-mueller.de/,3837278297,13.453657,52.5196684,,,,,,11002002,201,practice
Dr. med. M. Lotfi,Krumme Straße,12,Berlin,,general;physiatry;acupuncture;chiropractic;naturopathy;applied_kinesiology,"Mo-Tu,Th-Su,PH off; We 10:00-16:00",https://www.drlotfiprivatpraxis.de,10967611164,13.3094876,52.5139141,limited,,,,,11004004,401,practice
Dr. med. M. Wagner-Greese,Kurfürstendamm,133,Berlin,10711,neurology;psychiatry,,,9429184190,13.293313,52.4972224,,,,,,11004004,407,practice
Dr. med. Mahmoud Sultan,Oppelner Straße,48/49,Berlin,,diabetology,,https://www.diabetes-berlin.com/,6463834877,13.4418095,52.5003092,,,,,,11002002,202,practice
Dr. med. Manfred Lapp,Müllerstraße,40b,Berlin,13353,general,"Mo-Tu 09:00-12:00; Th-Fr 09:00-13:00; We 12:00-20:00; Mo,Th 16:00-18:00",https://praxis-lapp.de,6674312440,13.3528828,52.5502085,yes,,,,,11001001,105,practice
Dr. med. Manfred Ryborz,Kieler Straße,4,Berlin,12163,ophthalmology,,,9501206843,13.323926,52.4584069,,,,,,11006006,601,practice
Dr. med. Marak Mazan,Wilmersdorfer Straße,79,Berlin,,psychiatry,"Mo,Th 08:30-12:00,13:30-17:00; Tu 09:30-13:00,14:30-18:00; We 08:00-12:00",https://www.praxis-mazan.de,11690790051,13.3076267,52.5023727,no,,,,,11004004,401,practice
Dr. med. Marcus Rücker,Brüderstraße,,Berlin,13595,,,,2877320035,13.196782,52.5235147,,,,,,11005005,509,practice
Dr. med. Margrit Simon,Kaiserkorso,154,Berlin,12101,dermatology,,https://www.hautarzt-simon-berlin.de/,11805601398,13.3849868,52.4838075,,,,,,11007007,703,practice
Dr. med. Maria Halfter-Ziegler,Lankwitzer Straße,1,Berlin,12209,general;naturopathy,"Mo 08:00-12:30,16:00-18:30; Tu 09:00-12:30; We 07:30-10:30; Th 16:30-19:00; Fr 09:00-12:00",https://www.halfter-ziegler.de/,4363686648,13.3282532,52.4284422,,,praxis@halfter-ziegler.de,,,11006006,602,practice
"Dr. med. Maria Schippel, Dr. med. Timea Krause",Landsberger Allee,,Berlin,10365,otolaryngology,,www.hno-berlin.net,12536030262,13.4959644,52.5345881,,,,,,11011011,1110,group_practice
Dr. med. Mariam Ujeyl,Berliner Straße,8,Berlin,10715,psychiatry,"Mo 09:00-13:00,15:00-18:00, Tu,Th,Fr 09:00-14:00, Tu 16:00-19:00",https://www.praxis-ujeyl.de/,8422865843,13.3327185,52.487761,,,,,,11004004,402,practice
Dr. med. Markus Hunold,Kienitzer Straße,2,Berlin,12053,gynaecology,"Mo 10:00-13:00,14:00-18:00; Tu,Th 09:00-13:00,14:00-18:00; We,Fr 09:00-13:00",,7297187778,13.4380277,52.4776325,,,,,,11008008,801,practice
Dr. med. Martin Karsten;Dr. med. Evelyn Rugo;Dr. med Matthias Wagner,Aßmannshauser Straße,11a,Berlin,14197,paediatrics,Mo-Fr 08:00-19:00,https://www.kinderarzt-wilmersdorf.de/,7844240265,13.3138789,52.4748648,,,,,,11004004,402,group_practice
Dr. med. Mathias Appel,Koloniestraße,,Berlin,13359,general,"Mo-Fr 08:00-12:00; Mo, Th 16:00-18:00",https://www.gemeinschaftspraxis-koloniestr.de,11051662715,13.3789077,52.5577471,,,info@gemeinschaftspraxis-koloniestr.de,,,11001001,106,practice
Dr. med. Mathias Gehlhoff,Hohenzollerndamm,47a,Berlin,10713,gynaecology,"Mo 09:00-15:00; Tu,Th 13:00-18:00; Fr 09:00-12:00",,8589182867,13.3013352,52.4886706,,,,,,11004004,407,practice
Dr. med. Matthias Oelrich,Danziger Straße,126,Berlin,10407,surgery,"Mo,Tu,Th 08:00-13:00,15:00-18:00; We,Fr 08:00-14:00",,814795064,13.433938,52.5353892,no,,,,,11003003,301,practice
Dr. med. Matthias Reinhold,Balatonstraße,20,Berlin,10319,child_psychiatry,"Mo-We 08:30-10:30; PH off, Mo-We 13:30-16:00",,7601925868,13.5098054,52.4978578,yes,,,,,11011011,1101,practice
Dr. med. Matthias Urban,Joachim-Friedrich-Straße,45,Berlin,10711,pulmonology,,,7994883601,13.295826,52.497507,,,,,,11004004,407,practice
Dr. med. Michael von Baehr,Sonnenallee,105,Berlin,12045,gynaecology,"Mo,Tu,Th 09:00-12:00, 15:00-18:00, Fr 09:00-12:00 || ""sowie nach Vereinbarung""",,8618994035,13.4400577,52.4819586,,,,,,11008008,801,practice
Dr. med. Mirjam Schumann,Alt-Blankenburg,,Berlin,13129,general;internal,,https://www.arztpraxis-mirjam-schumann.de/,6467023816,13.4603373,52.5937254,,,,,,11003003,303,practice
Dr. med. Monika Al-Khasch,Südwestkorso,11a,Berlin,12161,psychotherapy;psychiatry,"""Sprechzeiten nach Vereinbarung""",,7777530637,13.3228019,52.474624,no,,,,,11007007,702,practice
Dr. med. Monika Schmidt,Pariser Straße,35,Berlin,10707,general,"Mo 09:00-12:00,16:00-18:00; Tu 09:00-13:00; Th 09:00-12:00,17:00-19:00; Fr 09:00-12:00",http://www.dr-monika-schmidt.de,4295703856,13.316643,52.4984196,,,,,,11004004,402,practice
Dr. med. Monika Went,Danziger Straße,129,Berlin,10407,,"Mo,Th 09:00-12:00,15:00-18:00; Tu 09:00-12:00; We,Fr 09:00-13:00",,2680530317,13.4349571,52.5356109,no,,,,,11003003,301,practice
Dr. med. Nadia Rancsó,Forststraße,,Berlin,12163,dental_oral_maxillo_facial_surgery,"Mo-Fr 07:00-16:00 || ""und nach Vereinbarung""; PH off",https://implantat-info.de/,5056974019,13.3093628,52.4656997,limited,,mail@implantat-info.de,,,11006006,601,practice
Dr. med. Nadja Kassim,Zionskirchstraße,25,Berlin,10119,psychiatry;psychotherapy;neurology,"""by appointment""",,4733874602,13.4037766,52.5353133,,,,,,11001001,101,practice
Dr. med. Nikolaus Höllen,Kyffhäuserstraße,11,Berlin,10781,general,"Mo-We, Fr 08:00-12:00; Th 08:00-12:00, 17:00-18:00; PH off",https://höllen.com,3547205121,13.3512088,52.4924874,,,praxis@dr-hoellen.de,,,11007007,701,practice
Dr. med. Noëlle Solange Nzimegne Nguénang,Kienitzer Straße,109,Berlin,12049,general,"Mo-Fr 09:00-12:00; Mo,Th 16:00-18:00 || ""Spezialsprechstunde DIenstag, Mittwoch und Freitag nach Vereinbarung""",https://www.berlin-arztpraxis.de/praxis/dr-med-nzimegne-nguenang.html,7255709638,13.4237875,52.4755833,,,,,,11008008,801,practice
Dr. med. Peter Thies,Schäferstraße,,Berlin,14109,gastroenterology;internal,"Mo,Th 08:30-12:00,16:00-18:00; Tu,We,Fr 08:30-12:00",http://dr-peterthies.de/,9045077807,13.1401475,52.4124731,,,,,,11006006,607,practice
Dr. med. Petra Beitlich,Schönhauser Allee,137,Berlin,10437,general,"Mo-Fr 08:00-12:30, Tu 15:00-17:00",https://dr-beitlich.berlin,5965720985,13.4119353,52.543439,yes,,,,,11003003,301,practice
Dr. med. Petra Sandow,Reichsstraße,81,Berlin,14052,general,"Mo,Tu,Th 09:00-13:00,15:00-18:00; We 09:00-12:00; Fr 09:00-13:00",,4301002392,13.2606877,52.5159575,no,,,,,11004004,405,practice
Dr. med. Petra Stalp,Chartronstraße,51A,Berlin,13127,general;homeopathy,,https://www.arzt-natur.de/,12206871695,13.4225906,52.6037327,limited,,,,,11003003,310,practice
Dr. med. R. Bleibtreu,Flughafenstraße,40,Berlin,12053,general,"Mo,Tu,Th,Fr 09:00-12:00, Mo 16:00-18:00",,8412830852,13.4272342,52.4811865,no,"prakt. Arzt – EKG, Bestrahlungen, Labor",,,,11008008,801,practice
Dr. med. R. Nabavi,Hauptstraße,131,Berlin,10827,urology,"Mo,Tu,Th 09:00-12:00, 15:00-18:00; We,Fr 09:00-12:00",,8223127033,13.3534875,52.4843561,,,,,,11007007,701,practice
Dr. med. Regine Held,Berliner Allee,172A,Berlin,13088,otolaryngology,"Mo 08:00-14:00; Tu,Th 13:00-19:00; We,Fr 08:00-12:00",,6335930703,13.4676997,52.553362,yes,,dr.held@aerzte-berlin.de,,,11003003,302,practice
Dr. med. Renate Griebler,Münchener Straße,3,Berlin,10777,general,"Mo,Tu,Th,Fr 08:30-12:30; We 16:00-18:00",,3072343933,13.3415914,52.4946996,yes,,,,,11007007,701,practice
Dr. med. Renate Johannknecht,Marburger Straße,2,Berlin,10789,general,,,8264511432,13.3369579,52.50326,,,,,,11004004,401,practice
Dr. med. Roland Distl,Rummelsburger Straße,13,Berlin,10315,psychiatry;neurology,"Mo,We 09:00-13:00, Mo,Tu 14:00-18:00, Th 13:00-18:00",,5982719992,13.5124842,52.5039053,yes,,,,,11011011,1101,practice
Dr. med. Rolf Uhlig,Walter-Benjamin-Platz,,Berlin,10629,paediatrics,"Mo,Tu,Th 09:00-12:00,16:00-18:00; We 09:00-11:00; Fr 09:00-12:00",,12153278239,13.3147819,52.5016138,,,,,,11004004,401,practice
Dr. med. Ron Philipps,Alt-Moabit,77,Berlin,10555,general,"Mo 08:00-12:00,15:00-18:00; Tu 09:00-13:00,16:00-18:00; We off; Fr 09:00-13:00; Th 08:00-13:00",https://dr-philipps.de/,1789045839,13.3345637,52.5243978,no,,,,,11001001,102,practice
Dr. med. Rudolf Grundentaler,Ruschestraße,103,Berlin,10365,"FA Plastische und Ästhetische Chirurgie, Handchirurg FA Orthopädie und Unfallchirurgie, spezielle Unfallchirurgie","Mo, Tu, Th 08:00-16:00; We, Fr 08:00-12:00",https://d-rg.de,11202215131,13.4860306,52.5148595,,"D-Arzt (Arbeits-, Schul- und Wegeunfälle) | Unfallarzt | Durchgangsarzt der Berufsgenossenschaft in Berlin-Lichtenberg",kontakt@d-rg.de,,,11011011,1103,practice
"Dr. med. Rurik van Heys, Dr. med. Katrin R. Bachus-Banaschak",Mehringdamm,,Berlin,10961,neurology,Mo-Fr 09:00-12:00; Mo-Th 15:00-18:00,https://neuroberlin.de,7806883057,13.3877601,52.4921559,,,,,,11002002,202,group_practice
Dr. med. Sabine Jung,Leonorenstraße,95,Berlin,12247,neurology;psychiatry;psychotherapy,"Mo-Fr 09:00-12:00; Mo-Tu,Th 16:00-18:00",,10032352483,13.3453781,52.4369714,,,,,,11006006,603,practice
Dr. med. Sabine Metzner;Dr. med Julia Brazier,Innsbrucker Straße,58,Berlin,10825,gynaecology,,https://www.gynbayerischerplatz.de/,10124884275,13.3405438,52.4879587,,,,,,11007007,701,group_practice
Dr. med. Sabine Scmidt,Clausewitzstraße,,Berlin,10629,otolaryngology,,,11690790048,13.3092923,52.5013991,,,,,,11004004,401,practice
Dr. med. Sabri Karaca,Bergmannstraße,5,Berlin,,urology,,,7488133539,13.3885776,52.4894787,,,,,,11002002,202,practice
Dr. med. Sebastian Wansel,Hilbertstraße,,Berlin,12307,ophthalmology,"Mo,Th 08:30-14:00; Tu,We 12:30-18:00; Fr 08:30-13:00; PH off",,7976240936,13.3955212,52.3859386,,,,,,11007007,706,practice
Dr. med. Sigrid Schründer,Dillenburger Straße,1,Berlin,14199,paediatrics,"Mo,Tu,Fr 08:00-13:00; We,Th 14:00-18:00",http://www.kinderaerztin-schruender.de/,8567917077,13.3081817,52.4675031,,,,,,11006006,605,practice
Dr. med. Silke von Karger,Bundesallee,42,Berlin,10715,general;homeopathy,"Mo,Tu,Th,Fr 09:00-13:00, Mo 16:00-18:00, We 17:00-20:00",https://praxis-vonkarger.de,8257529777,13.3305415,52.4869278,,,,,,11004004,402,practice
Dr. med. Sina Bloching,Residenzstraße,95,Berlin,13409,otolaryngology,Mo-Tu 09:00-15:00; We 12:00-16:00; Th 11:00-18:30; Fr 09:00-13:00,https://reinickendorf-hno.de,3832401943,13.3687204,52.5609898,yes,"Facharzt für Hals-, Nasen- und Ohrenkrankheiten",,,,11012012,1201,practice
Dr. med. Sonia Seddighi,Rheinstraße,34,Berlin,12161,general,"Mo, Tu, Th 08:30-13:00, 15:30-18:30; Fr 08:30-12:00",https://hausarzt-in-friedenau.de/,10057200154,13.3295551,52.4664372,,,,,,11007007,702,practice
Dr. med. Sophie Pabel,Frankfurter Allee,85,Berlin,10247,general,"Mo,We,Th 08:00-12:00, Mo,Th 14:00-18:00, Tu 08:00-14:00, Fr 08:00-11:00",https://praxis-pabel.de/,6454158382,13.4703868,52.5143565,,,,,,11002002,201,practice
Dr. med. Stefan Donat,Krumme Straße,10a,Berlin,12526,internal,,,497183294,13.5726254,52.4001047,yes,,,,,11009009,908,practice
Dr. med. Stefan Weißbach Praxis,Dietzgenstraße,81,Berlin,13156,,,https://www.praxis-in-pankow.de/,12724887001,13.400952,52.5883001,,,,,,11003003,311,practice
Dr. med. Stefanie Kruse,Carmerstraße,5,Berlin,10623,psychotherapist;dermatology;allergology,,,10785164783,13.323902,52.507354,,,,,,11004004,401,practice
Dr. med. Steffi Schupp,Muthesiusstraße,12,Berlin,12163,general,"Mo,Th 09:00-12:00,16:00-18:00; Tu 09:00-14:00; Fr 09:00-12:00",,10197888979,13.3206282,52.4591837,,,,,,11006006,601,practice
Dr. med. Susanne Kalbaum,Schützenstraße,4,Berlin,12165,general;homeopathy;psychotherapy,"Mo 09:00-12:00,16:00-19:00; Tu-We,Fr 09:00-12:00; Th 09:00-12:00,16:00-18:00 || Tu ""nachmittags nach Vereinbarung""",https://www.dr-kalbaum.de/,8638416904,13.3243272,52.4548387,,"Fachärztin Allgemeinmedizin, Klassische Homöopathie, Psychotherapie",,,,11006006,601,practice
Dr. med. Susanne Reibel;Dr. med. Sarah Schnittert-Hübener,Innsbrucker Straße,25,Berlin,10825,paediatrics,"Mo-Fr 09:00-12:00, Mo-Th 14:00-17:00",https://www.reibel-schnittert.de/,8357507504,13.3427802,52.4801536,no,,,,,11007007,701,group_practice
Dr. med. Susanne Stetter,Schloßstraße,25,Berlin,12163,otolaryngology,,https://hno-stetter.de/,9837099332,13.3231573,52.4598314,,,,,,11006006,601,practice
Dr. med. Sven Hufnagel - Facharzt für Orthopädie und Unfallchirurgie,Grellstraße,,Berlin,10409,orthopaedics,"Tu-Fr 08:00-12:00, Mo 08:00-13:00, Mo,Tu,Th 15:00-18:00",,12961460406,13.4281758,52.5452871,,,,,,11003003,301,practice
Dr. med. Thomas Anders,Augsburger Straße,21,Berlin,10789,internal,"Tu-Fr 09:00-12:00, Mo 09:00-13:00, Tu,Th 14:00-18:00",,8264913096,13.3359781,52.5009978,,,,,,11004004,401,practice
"Dr. med. Thomas Köppel, Dr. med. Dirk Hänisch",Hauptstraße,131,Berlin,10827,ophthalmology,"Mo,Tu,Th 09:00-12:00,15:00-18:00; Fr 09:00-12:00",http://www.augenaerzte-am-schloss.de,8223127034,13.3534375,52.4843174,,,,,,11007007,701,group_practice
Dr. med. Thomas Pohl,Falkenberger Straße,153,Berlin,13088,general; naturopathy,"Mo, We 08:30-13:00; Tu, Th 13:00-18:30; Fr 08:30-12:00; PH off",,6710543737,13.4810562,52.5562673,no,,,,,11003003,302,practice
Dr. med. Thomas Sonnen;Dr. med. Jürgen Kölling,Rüdesheimer Straße,43,Berlin,14197,physiatry,,,8199219280,13.3121228,52.4691264,no,,,,,11004004,402,group_practice
Dr. med. Thomas Wojtecki,Albrechtstraße,36a,Berlin,12167,orthopaedics;trauma,"Mo,Tu,Th 09:00-12:00,15:00-17:00; Fr 09:00-12:00 open ""Orthopädische Sprechzeiten""; Mo-Fr 08:00-18:00 open ""GUV/BG Unfallambulanz""; PH off",,8091797801,13.3332591,52.4517952,,,,,,11006006,601,practice
Dr. med. Thorsten Löbbert,Treskowallee,108,Berlin,10318,paediatrics,"Mo,Tu,Th,Fr 08:30-12:00 open ""Für Akutkurztermine bitte von 8:00-9:30 Uhr anrufen!"", We 08:30-12:00 open ""Nur Terminpatienten!"", Mo,Th 14:00-18:00; PH off",https://www.kinderaerzte-im-netz.de/aerzte/berlin/loebbert/startseite.html,10764529129,13.5251069,52.4828349,no,"Dr. med. Thorsten Löbbert
Facharzt für Kinder- und Jugendmedizin
Schwerpunktbezeichnung Neonatologie",info@kinderarzt-loebbert.de,,,11011011,1102,practice
Dr. med. Tilmann Brauns,Kurfürstendamm,139,Berlin,10711,dermatovenereology,"Mo,Tu,Th 09:00-13:00,14:00-18:00; We,Fr 09:00-13:00",,7994883612,13.2956675,52.4975343,,,,,,11004004,407,practice
Dr. med. Torsten Born,Berliner Allee,82,Berlin,13088,internal;diabetology,"Mo 14:00-18:30; We 15:00-17:30; Tu,Th,Fr 08:00-12:30",https://www.diabetes-weissensee.de/,9420348884,13.4560826,52.5492395,,,info@diabetes-weissensee.de,,,11003003,302,practice
Dr. med. Ulrich Müller,Plantagenstraße,10,Berlin,13347,general,"Mo 11:00-19:00; Tu,Th,Fr 09:00-12:00",https://www.doc-ulrich-mueller.de,2805930433,13.3660608,52.5465805,no,,,,,11001001,105,practice
Dr. med. Ulrike Gundlach,Landauer Straße,11,Berlin,14197,internal;cardiology,"Mo,Tu,Th 08:00-12:00,14:00-17:00; We,Fr 08:00-12:00",https://www.praxisgundlach.de/,8071126871,13.3180052,52.4725404,,,info@salloch-goebel.de,,,11004004,402,practice
Dr. med. Ulrike Schmaling,Schloßstraße,32,Berlin,12163,dermatology,"Mo 09:00-14:00; Tu 14:00-18:00; We 08:00-13:00; Th 08:30-12:30,15:00-18:00; Fr 08:00-12:00",https://www.haut-steglitz.de/,9556678113,13.3215881,52.4582233,limited,,,,,11006006,601,practice
Dr. med. Uta Siegel,Berliner Straße,8,Berlin,10715,neurology;psychiatry,,https://www.dr-med-uta-siegel.de/,8422865844,13.3326751,52.487745,,,,,,11004004,402,practice
Dr. med. Uta Stiegler,Kurfürstendamm,139,Berlin,10711,orthopaedics,"""Termine nach Vereinbarung""",,7994883613,13.2955866,52.4975884,,,,,,11004004,407,practice
Dr. med. Uta Stolzenberg und Dr. med. Susanne Schwidergall,Frauenstraße,5,Berlin,12207,paediatrics,"Mo,Th 09:00-14:00; Tu 9:00-12:30, 13:30-18:00; We 9:00-13:30; Fr: 9:00-13:00",https://kinder-mvz-berlin.de,13176528774,13.3217032,52.4276696,,,kinderheilkunde@rosero.de,,,11006006,602,practice
"Dr. med. Uwe Schulze, Renate Brodowsky, Dr. Anja Jenner",Müllerstraße,,Berlin,13353,cardiology;internal,"Mo,Tu,Th 08:00-18:00; We,Fr 08:00-14:00",,6603762800,13.3534187,52.5493464,yes,,,,,11001001,105,group_practice
Dr. med. V. Hommrich,Bismarckstraße,24,Berlin,10625,ophthalmology,"Mo-Tu 09:00-12:00,15:00-18:00; We 09:00-12:00; Th 09:00-12:00,15:00-18:00; Fr 09:00-12:00",,9560632313,13.3122969,52.5123009,,,,,,11004004,401,practice
Dr. med. Valeska Skutella,Joachimsthaler Straße,21,Berlin,10719,ophthalmology,,,12811979782,13.3306294,52.5007368,,,,,,11004004,401,practice
Dr. med. Viola Olivier,Dietrich-Bonhoeffer-Straße,28,Berlin,10407,internal,Mo-Th 09:00-15:30; Fr 09:00-13:00,http://internist-in-berlin.de/,7194124801,13.4333836,52.5346813,limited,,,,,11003003,301,practice
Dr. med. Virginia Fusco,Blumberger Damm,245,Berlin,12687,general,"Mo 08:00-13:00, Tu 08:00-12:00,14:00-18:00, Th,Fr 08:00-12:00; PH off",http://arzt-marzahn.de/,10819161417,13.5727895,52.5528448,,,dr.fusco@t-online.de,,,11010010,1001,practice
Dr. med. Volker Schumann,Boxhagener Straße,43,Berlin,10245,neurology,Mo 12:00-18:00; We 09:00-12:00; Th 13:00-18:00; Fr 08:00-12:00,,10152014640,13.4639905,52.5101678,no,,,,,11002002,201,practice
Dr. med. W. Göpfert,Turmstraße,,Berlin,10551,dermatology,,,6268326585,13.339727,52.5266702,limited,,,,,11001001,102,practice
Dr. med. Werner Röder,Müllerstraße,56-58,Berlin,13349,general,"Mo, Tu, Th 09:00-12:00, 16:30-18:30, We, Fr 09:00-12:00",,13012191232,13.3470743,52.5543066,,,,,,11001001,105,practice
Dr. med. Wieland Zittwitz,Galenstraße,,Berlin,13597,endocrinology,,,5030382722,13.1951809,52.5358154,,,,,,11005005,501,practice
Dr. med. Wolfgang Heckmann,Emser Straße,109,Berlin,12051,ophthalmology,"Mo-Th 09:00-11:00, Mo,Tu,Th 15:00-17:00",,9562557048,13.43158,52.4684733,,,,,,11008008,801,practice
Dr. med. Wolfgang Heidler,Rathener Straße,6,Berlin,12627,,"Mo,Th 08:00-11:00,15:00-17:00; Tu 15:00-17:00; We 08:00-11:00",https://www.dr-heidler-berlin.de,5570687427,13.6095403,52.5346572,,,heidler-berlin@t-online.de,,,11010010,1005,practice
Dr. med. Wolfgang Spitz,Fischerhüttenstraße,109,Berlin,14163,gastroenterology,Mo-Fr 07:00-15:00,https://www.praxis-spitz-kollegen.de,6464693749,13.2384408,52.4440052,,,,,,11006006,604,practice
Dr. med. Yvonne Weischer,Leonorenstraße,,Berlin,12247,gynaecology,,,10032352484,13.3455358,52.4368977,,,,,,11006006,603,practice
Dr. med. Zadan Plagens,Föhrer Straße,7,Berlin,13353,general,"Mo,Tu 08:00-14:00, We 13:00-18:00, Th,Fr 08:00-12:00, Th 14:00-18:00",,941475632,13.348044,52.5409609,limited,"inner_medicine, GP",,,,11001001,105,practice
Dr. med. habil. Ulrich Heine,Berliner Allee,96,Berlin,13088,ophthalmology,"Mo,Tu,Th 08:00-12:00,15:00-18:00; We 08:00-12:00; PH off",,6712158503,13.4577752,52.5495814,,,,,,11003003,302,practice
Dr. med./UKR Elena Völker,Kopenhagener Straße,,Berlin,10437,general,"Mo,We 08:00-14:00; Tu,Th 14:00-18:00; Fr 08:00-13:00",,9877732844,13.4125114,52.5488777,no,,,,,11003003,301,group_practice
Dr. medic Maria Abdul-Karim,Albrechtstraße,36a,Berlin,12167,gynaecology,"Mo,We,Th 08:00-15:00; Tu 11:00-17:00; Fr 07:00-14:00",,8091797802,13.3333924,52.4518042,,,,,,11006006,601,practice
Dr.-Med. Caroline Neubert,Brüsseler Straße,,Berlin,13353,internal,"Mo,Tu,Th,Fr 08:30-13:00,14:00-17:00",,6603762798,13.3534106,52.5493085,yes,,,,,11001001,105,practice
Dr.med Mechthild Vocks-Hauck,Wilmersdorfer Straße,58,Berlin,10627,paediatrics,,https://www.kinderaerzte-im-netz.de/aerzte/berlin/vocks-hauck/startseite.html,9732197417,13.3062069,52.5075321,,,vocks@bln.de,,,11004004,401,practice
Dr.med. Gregor Czaika,Bruno-Bürgel-Weg,,Berlin,12439,internal,"Mo,Th 10:00-18:00; Tu,We 08:00-16:00; Fr 08:00-13:00",,9450251711,13.5348156,52.4522696,,,,,,11009009,905,practice
"Dr.med. Irmgard Wiecha, Augenheilkunde",Volksgartenweg 1,,Berlin,12057,ophthalmology,,,2039616248,13.4697318,52.4660896,,,,,,11008008,801,practice
